"Region Code","Timestamp (Hour Ending)","CAL Demand (MWh)","CAR Demand (MWh)","CENT Demand (MWh)","FLA Demand (MWh)","MIDA Demand (MWh)","MIDW Demand (MWh)","NE Demand (MWh)","NW Demand (MWh)","NY Demand (MWh)","SE Demand (MWh)","SW Demand (MWh)","TEN Demand (MWh)","TEX Demand (MWh)"
US48,"4/9/2022 8 p.m. EDT",28859,23152,27122,23724,82352,69427,12553,37726,15938,23389,14071,16052,45550
US48,"4/9/2022 9 p.m. EDT",30771,24226,27068,23751,84531,70618,12539,38293,16149,24460,13947,16732,44400
US48,"4/9/2022 10 p.m. EDT",32157,24108,27567,22720,83586,71917,12017,38911,15735,24807,13825,17218,44042
US48,"4/9/2022 11 p.m. EDT",32681,23460,27146,21316,81116,70549,11329,39559,15149,24506,13589,17045,42859
US48,"4/10/2022 12 a.m. EDT",32368,22492,26253,19630,78401,68245,10629,39422,14443,23820,13044,16798,40867
US48,"4/10/2022 1 a.m. EDT",31206,21942,25210,17952,76399,65889,10095,38194,13866,23067,12443,16466,38612
US48,"4/10/2022 2 a.m. EDT",29617,21775,24433,16839,75051,64698,10010,36478,13414,22940,11876,16346,36557
US48,"4/10/2022 3 a.m. EDT",27649,21874,23905,16176,74928,64110,10018,34838,13100,22951,11088,16502,35016
US48,"4/10/2022 4 a.m. EDT",26415,22146,23622,15866,74833,63840,10086,34186,12962,23032,10445,16642,33777
US48,"4/10/2022 5 a.m. EDT",25288,22592,23481,15933,74956,64223,10171,33377,12991,23025,9959,16891,32979
US48,"4/10/2022 6 a.m. EDT",24506,23442,23518,16436,76396,64690,10164,33220,13210,23580,9609,17317,32728
US48,"4/10/2022 7 a.m. EDT",24059,24636,23894,17446,78782,65618,10299,33349,13589,24522,9434,18002,32825
US48,"4/10/2022 8 a.m. EDT",23714,25769,24437,18897,79886,66963,10474,33943,13975,25537,9396,18583,33414
US48,"4/10/2022 9 a.m. EDT",23778,25949,24975,20689,80502,68099,10410,35002,14349,26147,9479,18721,34037
US48,"4/10/2022 10 a.m. EDT",24029,24466,25686,21613,80481,68327,10187,36416,14523,25511,9210,17839,35868
US48,"4/10/2022 11 a.m. EDT",23621,22943,26110,22183,80828,67764,9899,37714,14671,24340,9257,16979,37883
US48,"4/10/2022 12 p.m. EDT",23943,21770,26289,22444,80505,67124,10045,38732,14910,23691,9654,16072,39790
US48,"4/10/2022 1 p.m. EDT",23366,21048,26403,22597,80719,66825,10299,38998,15101,23498,9857,15479,41430
US48,"4/10/2022 2 p.m. EDT",22724,20510,26482,22893,79197,66760,10581,38572,15146,23187,10173,15178,42631
US48,"4/10/2022 3 p.m. EDT",22106,19979,26717,23319,78201,66503,10571,38179,15158,22655,10516,15014,44047
US48,"4/10/2022 4 p.m. EDT",21436,19702,26884,24074,77379,66193,10900,37680,15229,22677,10979,14891,45557
US48,"4/10/2022 5 p.m. EDT",21454,19912,27221,25224,77446,66900,11192,37362,15536,22950,11465,15010,47069
US48,"4/10/2022 6 p.m. EDT",21706,20422,27746,26046,78372,68233,12064,37469,15982,23184,11994,15385,47777
US48,"4/10/2022 7 p.m. EDT",22417,20576,28202,26092,78685,69692,12833,37903,16309,23461,12565,15658,48140
US48,"4/10/2022 8 p.m. EDT",23709,21139,28396,25468,80852,70316,13295,38851,16738,23671,13200,15861,47704
US48,"4/10/2022 9 p.m. EDT",26156,22085,28433,25573,83726,71650,13138,39762,16924,24314,13363,16415,47206
US48,"4/10/2022 10 p.m. EDT",28165,21654,28965,24386,82739,72629,12424,40428,16356,24001,13346,16560,47268
US48,"4/10/2022 11 p.m. EDT",29808,20527,28413,22182,79558,70298,11491,41165,15558,22669,13289,15799,46099
US48,"4/11/2022 12 a.m. EDT",30168,19429,27071,19441,78171,67300,10750,40853,14728,21118,12911,14793,43703
US48,"4/11/2022 1 a.m. EDT",29227,18733,25576,17774,76519,64365,10413,39095,14088,20037,12242,13926,40694
US48,"4/11/2022 2 a.m. EDT",27831,18462,24606,16530,75657,62336,10135,36921,13756,19695,11552,13397,38314
US48,"4/11/2022 3 a.m. EDT",26229,18480,24094,16036,75607,61172,10027,35117,13532,19388,10665,13176,36798
US48,"4/11/2022 4 a.m. EDT",25005,18863,23660,15868,76375,60920,10352,34150,13526,19380,10116,13042,36079
US48,"4/11/2022 5 a.m. EDT",23955,19678,23499,16324,77331,61406,10537,33882,13804,19795,9704,13258,35749
US48,"4/11/2022 6 a.m. EDT",23546,21414,23828,17692,81573,62911,11131,34073,14660,20741,9407,13856,36242
US48,"4/11/2022 7 a.m. EDT",23418,23881,24905,20257,88709,66399,12517,34695,15918,22734,9308,15063,37611
US48,"4/11/2022 8 a.m. EDT",23777,24917,26910,21781,91770,71664,12860,36513,16566,24370,9514,16400,40092
US48,"4/11/2022 9 a.m. EDT",25246,24418,28100,22492,89957,74077,11953,39466,16361,24738,10090,16689,41377
US48,"4/11/2022 10 a.m. EDT",27114,23237,28431,23103,87547,74901,10974,42086,15920,24712,10253,16744,42148
US48,"4/11/2022 11 a.m. EDT",28264,22539,28661,23749,85723,75232,10372,43327,15588,24711,10234,17017,43713
US48,"4/11/2022 12 p.m. EDT",29332,22152,28856,24363,84288,75880,9972,43453,15327,24604,10384,16955,45340
US48,"4/11/2022 1 p.m. EDT",29663,22204,28927,25122,83186,75704,10017,43096,15110,24607,10348,16895,46699
US48,"4/11/2022 2 p.m. EDT",29332,22343,29101,26095,82514,75707,10050,42539,14921,24616,10432,16926,48362
US48,"4/11/2022 3 p.m. EDT",28912,22544,29324,27207,81250,75663,10047,42024,14824,24669,10665,16636,49836
US48,"4/11/2022 4 p.m. EDT",28009,22863,29226,28683,80746,75461,10518,41703,14776,24687,11070,16531,51261
US48,"4/11/2022 5 p.m. EDT",27041,23148,29223,30073,81195,74791,10996,41390,15323,24769,11524,16434,52617
US48,"4/11/2022 6 p.m. EDT",26472,23198,29310,31153,82265,74739,11707,41104,16109,24957,12043,16547,54004
US48,"4/11/2022 7 p.m. EDT",26323,23497,29484,30983,83292,74819,12682,41179,16522,24978,12532,16581,54471
US48,"4/11/2022 8 p.m. EDT",26676,23724,29509,29780,84645,75149,13281,41390,16925,25191,13098,16615,53704
US48,"4/11/2022 9 p.m. EDT",28320,24174,29391,29230,85746,76031,13173,41577,16853,25826,13293,17023,52415
US48,"4/11/2022 10 p.m. EDT",29866,23195,29662,27477,83189,76518,12370,41812,16138,25304,13314,16993,51841
US48,"4/11/2022 11 p.m. EDT",31634,21842,29060,24782,79014,73916,11318,42247,15204,23914,13259,16258,50444
US48,"4/12/2022 12 a.m. EDT",31865,20039,27705,21836,75841,70175,10409,41904,14262,22105,12879,15089,47479
US48,"4/12/2022 1 a.m. EDT",30972,18493,26255,19258,72945,67328,9784,39920,13568,21179,12182,14232,44110
US48,"4/12/2022 2 a.m. EDT",29216,17660,25326,17807,71551,65426,9755,37677,13142,20302,11450,13665,41522
US48,"4/12/2022 3 a.m. EDT",27417,17185,24812,16874,70779,64281,9825,35945,12838,19736,10619,13439,39744
US48,"4/12/2022 4 a.m. EDT",26355,17056,24494,16501,70461,64004,9845,35068,12768,19842,10041,13220,38514
US48,"4/12/2022 5 a.m. EDT",25342,17259,24496,16591,71582,63899,10127,34649,12980,20047,9652,13237,38067
US48,"4/12/2022 6 a.m. EDT",24967,18197,24827,17730,74077,65075,10537,34634,13689,20629,9406,13696,38385
US48,"4/12/2022 7 a.m. EDT",24832,20191,25930,20072,79843,69040,11739,35247,14909,21984,9358,14740,39853
US48,"4/12/2022 8 a.m. EDT",25384,21227,27844,21341,83729,73824,12689,36928,15876,23563,9553,15853,42613
US48,"4/12/2022 9 a.m. EDT",26818,21760,29027,22577,84926,75863,13058,39928,16316,24071,10055,16370,43878
US48,"4/12/2022 10 a.m. EDT",28841,21888,29444,23981,84367,76414,13222,42872,16308,24205,10222,16556,44391
US48,"4/12/2022 11 a.m. EDT",29442,22346,29898,25307,82983,77011,13217,44261,16032,24677,10255,16754,45356
US48,"4/12/2022 12 p.m. EDT",28548,22842,30277,26538,81616,77343,12653,44303,15293,25167,10239,16974,46511
US48,"4/12/2022 1 p.m. EDT",27539,23455,30655,27737,81355,77398,11428,44004,14858,25636,10085,17043,47644
US48,"4/12/2022 2 p.m. EDT",26237,24151,30906,29163,81214,77342,10455,43195,14697,26310,9989,17251,48932
US48,"4/12/2022 3 p.m. EDT",25330,24634,31268,30823,80937,77695,10429,42390,14592,27085,9891,17231,50718
US48,"4/12/2022 4 p.m. EDT",24684,25027,31572,32448,80737,77442,10510,41637,14606,27671,9911,17406,52191
US48,"4/12/2022 5 p.m. EDT",24532,25383,31860,33930,81804,76966,11083,40992,14969,28165,9967,17606,53201
US48,"4/12/2022 6 p.m. EDT",24503,25523,32290,34482,82653,76979,11760,40722,15629,28710,10158,17759,54003
US48,"4/12/2022 7 p.m. EDT",24507,25539,32485,33871,83483,77107,12712,40975,16114,28393,10426,17652,54426
US48,"4/12/2022 8 p.m. EDT",25106,25468,32396,32206,84173,77143,13215,41429,16410,27956,10871,17751,53463
US48,"4/12/2022 9 p.m. EDT",26992,25606,32015,31498,85984,77633,13114,41958,16527,28267,11024,18164,51893
US48,"4/12/2022 10 p.m. EDT",28989,24488,31809,29419,83547,77677,12282,42765,15894,27358,11362,17953,50966
US48,"4/12/2022 11 p.m. EDT",31162,22645,30632,26605,78798,74888,11222,43585,14956,25659,11688,17058,49333
US48,"4/13/2022 12 a.m. EDT",31830,20702,28790,23569,75266,71504,10617,43292,14007,23661,11470,15811,46466
US48,"4/13/2022 1 a.m. EDT",30984,19195,27106,21067,72291,68361,10565,41510,13341,21957,10994,14848,43243
US48,"4/13/2022 2 a.m. EDT",29200,18214,25917,19529,69828,66077,10490,39176,12902,21416,10554,13866,40967
US48,"4/13/2022 3 a.m. EDT",27449,17647,25146,18475,68420,64383,10335,37372,12659,20702,9904,13745,39422
US48,"4/13/2022 4 a.m. EDT",25990,17424,24662,17921,67862,63039,10323,36384,12599,20282,9459,13508,38539
US48,"4/13/2022 5 a.m. EDT",25233,17613,24439,17941,68772,62986,10370,36111,12805,20358,9215,13356,38182
US48,"4/13/2022 6 a.m. EDT",24780,18605,24668,19002,71975,64407,10742,36264,13520,20717,9104,13669,38673
US48,"4/13/2022 7 a.m. EDT",24635,20211,25557,21102,76212,67550,11668,36876,14661,22342,9185,14593,40293
US48,"4/13/2022 8 a.m. EDT",25196,21209,27354,22298,79402,72029,12092,38601,15556,23433,9464,15728,43154
US48,"4/13/2022 9 a.m. EDT",26781,21749,28575,23738,80765,74853,11616,41584,15929,23865,10043,16145,44482
US48,"4/13/2022 10 a.m. EDT",28777,22104,29189,25489,80997,76230,10913,44439,15775,24311,10282,16357,45022
US48,"4/13/2022 11 a.m. EDT",29437,22702,29542,27227,81883,77654,10346,45540,15398,25116,10083,16597,45791
US48,"4/13/2022 12 p.m. EDT",29035,23210,29805,28732,82571,78487,10260,45488,15277,25883,9830,16814,47190
US48,"4/13/2022 1 p.m. EDT",27705,23958,29748,30340,83596,79023,10365,44500,15100,26371,9391,17166,48385
US48,"4/13/2022 2 p.m. EDT",26516,24801,29592,31966,84973,79735,10659,43465,15258,26988,9133,17573,49659
US48,"4/13/2022 3 p.m. EDT",25830,25536,29455,33240,85514,80169,10652,42610,15463,27597,8967,17955,50688
US48,"4/13/2022 4 p.m. EDT",25155,25976,29072,34721,86189,79598,10763,41954,15718,28153,8952,18406,51349
US48,"4/13/2022 5 p.m. EDT",24718,26469,28720,35771,86848,78883,11237,41146,16190,28452,9022,18502,51850
US48,"4/13/2022 6 p.m. EDT",25733,26737,28570,36008,87869,78765,12164,40621,16595,28448,9203,18647,52792
US48,"4/13/2022 7 p.m. EDT",25066,26641,28486,35161,87727,78760,12820,40553,16539,28293,9526,18610,53334
US48,"4/13/2022 8 p.m. EDT",26155,26120,28422,33702,87947,78415,13191,40878,16766,27980,10191,18308,52378
US48,"4/13/2022 9 p.m. EDT",28036,26201,28404,33036,88828,78254,13063,41497,16699,28123,10532,18359,50319
US48,"4/13/2022 10 p.m. EDT",29774,25520,29024,31055,86104,78029,12262,41987,15994,27596,11050,17682,49143
US48,"4/13/2022 11 p.m. EDT",31457,23661,28708,28379,81201,75943,11247,42929,14978,25850,11484,16542,47271
US48,"4/14/2022 12 a.m. EDT",31753,21500,27611,25208,77551,72490,10528,42860,14012,23751,11411,15522,43829
US48,"4/14/2022 1 a.m. EDT",30881,19824,26482,23020,74853,69272,10177,41160,13284,22370,10927,14467,40195
US48,"4/14/2022 2 a.m. EDT",29014,18780,25817,21301,72302,67146,10289,39040,12760,21568,10459,13835,37298
US48,"4/14/2022 3 a.m. EDT",27212,18220,25545,20140,70737,65847,10121,37326,12461,20778,9808,13361,35283
US48,"4/14/2022 4 a.m. EDT",25970,17955,25491,19492,69938,65338,10053,36421,12325,20375,9429,12869,34032
US48,"4/14/2022 5 a.m. EDT",25091,18137,25606,19470,70282,65760,9865,36061,12494,20369,9226,12844,33416
US48,"4/14/2022 6 a.m. EDT",24523,18824,26185,20398,72759,67519,10415,36083,13133,20913,9158,13239,33579
US48,"4/14/2022 7 a.m. EDT",24344,20522,27539,22451,77332,71370,11298,36652,14254,22095,9242,14286,35087
US48,"4/14/2022 8 a.m. EDT",24775,21502,29677,23740,81216,76387,12047,38333,15154,23333,9563,15645,37929
US48,"4/14/2022 9 a.m. EDT",26254,22188,30759,25283,83388,78554,12085,41169,15495,23896,10153,16053,39251
US48,"4/14/2022 10 a.m. EDT",28134,22873,30488,27671,84399,78313,11916,43854,15591,24491,10363,16170,39823
US48,"4/14/2022 11 a.m. EDT",29308,23661,30016,29696,85494,77929,11640,44802,15650,24878,10085,16368,40397
US48,"4/14/2022 12 p.m. EDT",28880,24310,29575,31661,86276,77407,11275,44214,15837,25292,9883,16378,41205
US48,"4/14/2022 1 p.m. EDT",28547,24732,29280,33387,87261,77023,10976,43189,16113,25646,9490,16376,42027
US48,"4/14/2022 2 p.m. EDT",27607,25236,28953,34876,87987,76712,10816,42142,16382,26067,9267,16323,42909
US48,"4/14/2022 3 p.m. EDT",27648,25560,28836,36072,88361,76564,10768,41289,16443,26663,9222,16316,44254
US48,"4/14/2022 4 p.m. EDT",27202,25945,28503,36891,87877,76083,11091,40413,16617,27081,9365,16344,45502
US48,"4/14/2022 5 p.m. EDT",26885,26306,28283,37410,86924,75624,11912,39654,16755,27500,9568,16318,46792
US48,"4/14/2022 6 p.m. EDT",27029,26302,28249,37293,86199,75512,12980,39376,16999,27668,9871,16474,48208
US48,"4/14/2022 7 p.m. EDT",27007,26044,28152,36172,85109,75688,13399,39405,16970,27353,10416,16382,48723
US48,"4/14/2022 8 p.m. EDT",27780,25576,28093,34640,84222,75734,13432,39550,16897,26576,11144,16286,47966
US48,"4/14/2022 9 p.m. EDT",28865,25526,27983,33887,85062,76248,13066,40122,16727,26569,11519,16377,46602
US48,"4/14/2022 10 p.m. EDT",29891,24337,28536,31941,82707,77156,12308,40675,16027,26013,11845,16415,46053
US48,"4/14/2022 11 p.m. EDT",31449,22498,28252,29398,78217,74616,11308,41462,15044,24318,12023,15805,44548
US48,"4/15/2022 12 a.m. EDT",31493,20562,27192,27826,75175,71422,10406,41560,14081,22409,11740,14884,42115
US48,"4/15/2022 1 a.m. EDT",30562,18936,26116,23985,72239,68683,9754,40214,13340,21085,11182,14078,39240
US48,"4/15/2022 2 a.m. EDT",28944,17908,25401,22046,70087,66456,9358,38162,12850,20456,10699,13561,36733
US48,"4/15/2022 3 a.m. EDT",27245,17239,24877,20733,69026,65109,9464,36451,12542,19861,9966,13372,35228
US48,"4/15/2022 4 a.m. EDT",25905,16942,24766,20124,68758,64588,9421,35305,12434,19482,9464,13271,34451
US48,"4/15/2022 5 a.m. EDT",25006,16951,24755,20053,69681,64454,9327,34951,12585,19277,9180,13374,33998
US48,"4/15/2022 6 a.m. EDT",24486,17492,25019,20807,71751,65666,10014,35042,13113,20012,9075,13954,34209
US48,"4/15/2022 7 a.m. EDT",24176,18484,25835,22238,74921,68698,11033,35669,13912,21317,9087,14970,35133
US48,"4/15/2022 8 a.m. EDT",24571,19369,27084,23518,77990,71776,11460,37186,14506,22397,9279,15993,36768
US48,"4/15/2022 9 a.m. EDT",25737,20253,28030,25263,78429,73317,10740,39853,14560,23036,9688,16398,37849
US48,"4/15/2022 10 a.m. EDT",27346,20777,28547,27555,78059,73751,9870,42484,14393,23432,9685,16254,39152
US48,"4/15/2022 11 a.m. EDT",27849,20867,28691,29746,76982,74041,9550,43571,14258,23632,9599,16000,40706
US48,"4/15/2022 12 p.m. EDT",27678,20859,28715,31326,76082,74175,9527,43186,14198,23745,9621,15727,41969
US48,"4/15/2022 1 p.m. EDT",26291,20915,28609,33128,75486,73904,9655,42256,14331,23976,9460,15567,43175
US48,"4/15/2022 2 p.m. EDT",25241,21045,28406,34300,75798,73351,9612,40994,14453,24335,9495,15460,44556
US48,"4/15/2022 3 p.m. EDT",24945,21250,28381,35178,75587,73147,9607,39944,14472,24813,9754,15294,45653
US48,"4/15/2022 4 p.m. EDT",24581,21699,28473,35652,75698,72786,9641,39011,14682,25423,9974,15288,46948
US48,"4/15/2022 5 p.m. EDT",24210,22255,28612,35762,76056,72468,10041,38420,15050,26132,10377,15419,48424
US48,"4/15/2022 6 p.m. EDT",24176,22665,28946,35282,76888,72467,11049,40606,15494,26492,10989,15594,49790
US48,"4/15/2022 7 p.m. EDT",24492,22639,29154,33715,77181,72756,11834,37824,15692,26167,11566,15641,50532
US48,"4/15/2022 8 p.m. EDT",25613,22040,29056,32023,77294,72582,12250,38019,15808,25281,12239,15514,50015
US48,"4/15/2022 9 p.m. EDT",27432,22002,28826,31131,78524,73062,12231,37945,15798,24967,12343,15680,48837
US48,"4/15/2022 10 p.m. EDT",28905,21152,28970,29635,76754,73645,11661,37943,15297,24370,12298,15673,48491
US48,"4/15/2022 11 p.m. EDT",30322,19943,28457,27473,73747,71739,10875,38755,14544,23219,12306,15077,47260
US48,"4/16/2022 12 a.m. EDT",30553,18652,27496,25206,70347,69337,10090,39134,13749,21894,11888,14368,45384
US48,"4/16/2022 1 a.m. EDT",29812,17424,26389,23051,67244,66981,9456,38203,13066,20426,11327,13450,43319
US48,"4/16/2022 2 a.m. EDT",28387,16719,25459,21161,66182,65301,9383,36540,12626,19753,10863,12883,41078
US48,"4/16/2022 3 a.m. EDT",26887,16291,24876,19839,65810,63722,9162,35211,12349,19387,10244,12479,39602
US48,"4/16/2022 4 a.m. EDT",25739,16085,24607,19055,65186,63000,9087,34358,12198,18945,9775,12354,38424
US48,"4/16/2022 5 a.m. EDT",24707,16231,24479,18806,65425,62738,9166,33989,12222,18932,9410,12290,37764
US48,"4/16/2022 6 a.m. EDT",23976,16536,24480,19002,66519,63443,9219,33988,12439,19108,9130,12376,37434
US48,"4/16/2022 7 a.m. EDT",23567,17090,24895,19533,67711,64600,9579,34257,12924,19124,9016,12745,37535
US48,"4/16/2022 8 a.m. EDT",23556,17771,25470,20647,69234,66154,10036,35044,13452,19470,9063,12945,37891
US48,"4/16/2022 9 a.m. EDT",23806,18971,26043,23468,71626,67920,10532,36266,14072,20420,9198,13555,38536
US48,"4/16/2022 10 a.m. EDT",24324,19881,26865,26635,72627,69957,10884,37800,14414,21738,8971,14443,40496
US48,"4/16/2022 11 a.m. EDT",24593,20194,27471,29142,72893,71109,10858,39014,14495,22784,9024,14844,42803
US48,"4/16/2022 12 p.m. EDT",24990,20168,27783,31274,72602,71385,10428,39701,14601,23656,9244,15184,44324
US48,"4/16/2022 1 p.m. EDT",25150,20118,27685,33445,72146,71351,9964,39594,14359,23977,9299,15219,45586
US48,"4/16/2022 2 p.m. EDT",24670,20135,27328,35474,72911,70692,9799,39007,14352,24301,9416,15009,46475
US48,"4/16/2022 3 p.m. EDT",24370,20442,27025,36622,73616,70290,10050,38323,14616,24529,9693,14897,47324
US48,"4/16/2022 4 p.m. EDT",23393,20724,26804,37936,74041,69769,10320,37768,14657,24763,10087,14877,47921
US48,"4/16/2022 5 p.m. EDT",22686,21183,26561,38533,75225,69454,10998,37513,14797,24941,10552,14913,48557
US48,"4/16/2022 6 p.m. EDT",21996,21679,26576,38532,75602,69578,11770,37494,15150,24973,11175,14995,49270
US48,"4/16/2022 7 p.m. EDT",21904,21816,26704,37185,75686,70116,12195,37651,15433,24762,11844,15004,49374
US48,"4/16/2022 8 p.m. EDT",22758,21901,26731,34869,76437,70801,12313,38161,15663,24428,12537,15096,48392
US48,"4/16/2022 9 p.m. EDT",24326,22350,26814,33587,77878,71697,12070,38526,15766,24734,12774,15432,46877
US48,"4/16/2022 10 p.m. EDT",26311,21712,27274,31618,76783,72940,11533,38625,15370,24278,12803,15403,46688
US48,"4/16/2022 11 p.m. EDT",28281,20549,27004,29349,73952,71444,10822,39251,14747,23194,12701,14861,45375
US48,"4/17/2022 12 a.m. EDT",28991,19190,26175,26905,71393,68801,10136,39507,14054,21867,12226,14051,43310
US48,"4/17/2022 1 a.m. EDT",28432,17937,25226,24433,68728,66265,9563,38463,13447,20446,11651,13225,40948
US48,"4/17/2022 2 a.m. EDT",27173,16989,24494,22524,66968,64695,9512,36769,13022,19639,11155,12566,38653
US48,"4/17/2022 3 a.m. EDT",25763,16475,24003,21112,66582,63838,9322,35219,12770,18882,10464,12128,36812
US48,"4/17/2022 4 a.m. EDT",24723,16036,23833,20150,66717,63201,9260,34180,12629,18369,9798,11914,35516
US48,"4/17/2022 5 a.m. EDT",23853,16032,23765,19589,66700,63224,9331,33640,12651,18125,9359,11897,34723
US48,"4/17/2022 6 a.m. EDT",23259,16378,23888,19492,67011,63759,9295,33548,12848,18246,9105,12141,34311
US48,"4/17/2022 7 a.m. EDT",22840,16853,24195,19809,68326,64461,9655,33729,13157,18601,9024,12535,34376
US48,"4/17/2022 8 a.m. EDT",22699,17505,24932,20745,70219,65773,9796,34457,13527,19129,8992,13010,34872
US48,"4/17/2022 9 a.m. EDT",22774,18673,25590,23820,71741,67534,9620,35690,13789,20422,9044,13916,35455
US48,"4/17/2022 10 a.m. EDT",23022,19510,26538,27198,72156,69296,9701,37058,13888,21407,8810,14608,37093
US48,"4/17/2022 11 a.m. EDT",22800,19943,27187,30269,72376,70252,10044,37976,13836,22304,8769,14786,39259
US48,"4/17/2022 12 p.m. EDT",22388,20723,27261,32725,72449,70648,10530,38050,13733,23144,9140,14811,40936
US48,"4/17/2022 1 p.m. EDT",21054,21413,27188,34958,71923,70432,10324,37679,13782,23987,9219,14749,42396
US48,"4/17/2022 2 p.m. EDT",20174,21807,26993,36738,70753,70383,10138,36931,13534,24607,9381,14631,44088
US48,"4/17/2022 3 p.m. EDT",19386,22205,26599,37625,69827,69945,10039,36144,13333,24780,9766,14346,45442
US48,"4/17/2022 4 p.m. EDT",18878,22731,26416,37974,69205,69479,9891,35578,13206,24661,10271,14090,46644
US48,"4/17/2022 5 p.m. EDT",18651,23037,26161,37997,69271,69636,10137,35015,13283,24474,10901,14122,47865
US48,"4/17/2022 6 p.m. EDT",19063,22964,26344,37081,69224,70167,10773,34672,13755,24439,11563,14219,48996
US48,"4/17/2022 7 p.m. EDT",20020,22557,26642,35517,70905,70875,11282,34774,14393,24331,12316,14463,49545
US48,"4/17/2022 8 p.m. EDT",21301,22282,26945,33879,73725,72018,12084,35161,15133,24215,13145,14586,49253
US48,"4/17/2022 9 p.m. EDT",23664,22630,27215,32955,77725,73397,12379,35857,15714,24657,13380,15221,48287
US48,"4/17/2022 10 p.m. EDT",26074,21855,27712,31096,77608,74610,11911,36425,15472,24337,13367,15349,48014
US48,"4/17/2022 11 p.m. EDT",28001,20413,27435,28689,75385,72755,11173,37464,14875,23070,13108,14856,46784
US48,"4/18/2022 12 a.m. EDT",28752,18766,26447,25912,73727,70106,10469,37744,14182,21598,12534,14049,44300
US48,"4/18/2022 1 a.m. EDT",28141,17603,25398,23337,72465,67620,10244,36220,13638,20131,11749,13338,41133
US48,"4/18/2022 2 a.m. EDT",26643,16859,24701,21627,71248,66163,10313,34125,13318,19448,10979,12931,38421
US48,"4/18/2022 3 a.m. EDT",25023,16419,24402,20525,70896,65256,10231,32503,13144,18981,10072,12768,36486
US48,"4/18/2022 4 a.m. EDT",24099,16283,24314,19895,71419,65097,10305,31597,13163,18690,9475,12726,35287
US48,"4/18/2022 5 a.m. EDT",23292,16581,24448,19921,73104,65361,10655,31158,13453,18840,9133,12959,34130
US48,"4/18/2022 6 a.m. EDT",22840,17583,25124,20787,76797,67279,11027,31160,14224,19561,8918,13444,34408
US48,"4/18/2022 7 a.m. EDT",22657,19301,26411,22429,82757,71588,11901,31839,15297,20844,8882,14664,35694
US48,"4/18/2022 8 a.m. EDT",23154,20688,28288,23695,87503,76299,12079,33479,15921,22330,9112,16084,37605
US48,"4/18/2022 9 a.m. EDT",24634,21757,29450,25730,89990,79322,11299,36359,15803,22975,9603,16702,38577
US48,"4/18/2022 10 a.m. EDT",26403,22674,29861,27734,91734,80959,10362,38981,15424,23765,9758,17111,39709
US48,"4/18/2022 11 a.m. EDT",27403,23334,29782,30120,93079,81799,9772,40153,15349,24356,9835,17467,41086
US48,"4/18/2022 12 p.m. EDT",27665,23820,29676,32019,93709,81841,9476,40167,15275,24817,10055,17612,42255
US48,"4/18/2022 1 p.m. EDT",26821,23817,29342,33811,94323,81642,9649,39841,15422,25190,10064,17666,43266
US48,"4/18/2022 2 p.m. EDT",26167,23765,28975,35382,94799,81133,10026,39643,15597,25516,10389,17542,44360
US48,"4/18/2022 3 p.m. EDT",25865,23389,28732,36439,94303,80449,9922,39392,16002,25702,10910,17115,45503
US48,"4/18/2022 4 p.m. EDT",25812,23110,28364,37301,94113,79620,10288,39370,16404,25755,11624,16825,46771
US48,"4/18/2022 5 p.m. EDT",26042,23127,28086,37740,94637,79011,11304,39235,16814,25788,12494,16663,48092
US48,"4/18/2022 6 p.m. EDT",26386,23411,28024,37539,95378,78686,12285,39255,17287,25802,13480,16643,49160
US48,"4/18/2022 7 p.m. EDT",27482,23659,27881,36663,95499,78537,13015,39607,17527,25536,14215,16757,49519
US48,"4/18/2022 8 p.m. EDT",29049,23918,27879,35101,95581,78556,13453,40146,17622,25258,14643,17021,48819
US48,"4/18/2022 9 p.m. EDT",30569,24484,28024,34434,95549,79207,13243,40812,17373,25630,14776,17681,47368
US48,"4/18/2022 10 p.m. EDT",31484,23728,28765,32200,92634,80209,12492,41087,16687,25120,14689,18030,46982
US48,"4/18/2022 11 p.m. EDT",32472,22380,28460,29081,88525,77827,11518,41505,15763,23521,14344,17475,45280
US48,"4/19/2022 12 a.m. EDT",32614,21091,27187,25863,85555,74432,10695,41092,14896,21929,13801,16670,42246
US48,"4/19/2022 1 a.m. EDT",31502,20208,26070,23051,83525,71732,10445,39037,14222,20881,12929,16066,38878
US48,"4/19/2022 2 a.m. EDT",29655,19759,25470,21262,81824,69468,10150,36589,13809,20561,12078,15710,36316
US48,"4/19/2022 3 a.m. EDT",27609,19509,25279,20019,81056,68578,10030,34545,13550,20148,11021,15526,34667
US48,"4/19/2022 4 a.m. EDT",26223,19813,25284,19297,81538,68583,10084,33430,13434,20011,10371,15627,33719
US48,"4/19/2022 5 a.m. EDT",25159,20563,25488,19130,82554,68956,10401,32841,13520,20516,9883,16126,33281
US48,"4/19/2022 6 a.m. EDT",24453,22130,26091,19930,85471,70758,10806,32702,14167,21252,9572,16972,33557
US48,"4/19/2022 7 a.m. EDT",24204,24525,27440,21745,91356,74536,11948,33119,15266,23307,9437,18489,35028
US48,"4/19/2022 8 a.m. EDT",24443,25696,29570,22696,94506,79417,12860,34695,16140,25059,9579,19867,37794
US48,"4/19/2022 9 a.m. EDT",25744,25165,30560,24019,94282,81170,13141,37682,16688,25439,10083,19703,39033
